Id,1831,1817,1804,1790,1777,1765,1752,1740,1727,1715,1703,1691,1680,1668,1657,1646,1635,1624,1613,1603,1592,1582,1572,1562,1552,1542,1533,1523,1514,1504,1495,1486,1477,1468,1460,1451,1442,1434,1426,1417,1409,1401,1393,1385,1377,1370,1362,1355,1347,1340,1333,1325,1318,1311,1304,1297,1290,1284,1277,1270,1264,1257,1251,1244,1238,1232,1226,1220,1214,1208,1202,1196,1190,1184,1179,1173,1167,1162,1156,1151,1146,1140,1135,1130,1124,1119,1114,1109,1104,1099,1094,1089,1085,1080,1075,1070,1066,1061,1057,1052,1047,1043,1039,1034,1030,1026,1021,1017,1013,1009,1005,1000,996,992,988,984,980,976,973,969,965,961,957,954,950,946,943,939
1,99.18738,99.31948,99.28381,99.18599,99.30897,99.07002,99.20523,99.1616,98.91969,98.49802,98.62617,98.06799,97.7939,97.45192,97.21992,96.94998,96.09568,96.3521,95.95781,95.32894,95.21149,94.43768,94.54281,94.72279,95.1096,93.47701,94.17941,93.88188,93.75967,93.44408,93.68237,92.83784,93.03973,93.07262,91.79371,92.5932,92.60083,92.78039,93.41436,92.83669,92.89779,92.78775,92.6838,93.25787,93.5409,93.46828,93.98453,93.58104,93.82954,93.84576,94.40907,94.77863,94.14041,94.31043,94.96951,94.07685,94.41317,94.97606,94.67645,94.82626,94.40746,94.33083,94.52276,94.68088,94.56372,94.44596,94.74135,94.75991,94.05577,94.09809,93.79938,93.93511,93.29151,92.43175,91.97396,91.49706,90.87733,90.33389,89.78788,89.23964,88.39731,88.2329,87.90504,87.15137,86.14518,85.74031,85.01506,84.39077,83.75045,83.29434,82.88806,82.23282,82.22793,81.75762,81.83557,81.25329,81.25529,82.04993,81.78151,82.12202,82.57133,83.37815,83.51037,84.6031,85.10223,85.43194,86.14374,87.10094,88.05916,88.33224,88.75231,89.79624,90.74683,90.76455,91.37566,91.97453,92.51632,92.95325,93.41961,93.19476,93.81814,94.64339,94.5481,93.95224,95.34953,94.99889,94.73013,95.06843
2,99.24689,99.19547,99.24874,99.21885,99.26935,99.04424,99.00761,98.69974,98.68815,98.5219,98.44267,98.32092,97.71762,97.25832,97.01621,96.73508,95.67107,96.10381,95.93492,95.03493,95.36973,95.29752,94.50041,94.4283,94.51133,93.82072,93.58609,93.72155,93.23558,93.35686,93.17925,92.32322,93.41418,92.66624,92.52294,92.32768,92.15952,92.22314,93.60111,92.2129,92.71216,92.46886,92.23521,93.24541,93.02855,93.37309,93.65569,93.78384,94.44234,93.83095,94.20776,94.45412,94.23464,94.5408,94.47372,94.25766,94.61575,94.87604,94.06209,94.40667,94.38081,93.83847,94.17244,94.69196,94.35387,94.41744,94.22508,94.42632,94.0231,93.93974,93.46288,93.37212,92.99078,92.08828,91.73633,91.18403,90.78757,90.18745,89.586,88.98129,88.69576,87.84126,87.4311,86.85645,86.11325,85.51948,84.6334,84.08511,83.69879,82.95234,82.65508,81.80549,82.03136,81.70513,81.97063,81.1569,81.30161,81.67346,81.66546,82.03944,82.83154,83.41398,83.47939,84.10948,84.88576,85.45978,86.00707,87.21526,87.8876,88.58156,89.06109,89.98982,90.90003,91.30581,91.86008,92.00848,92.10455,92.4763,92.87186,93.50414,93.78001,94.26205,94.72766,93.87106,95.20264,96.08376,94.36129,95.83682
3,99.21889,99.16668,99.45174,99.24316,99.39591,99.26231,99.13407,98.8121,98.79112,98.6946,98.23179,98.57555,98.10757,97.19205,97.19266,97.19418,96.46895,96.69944,96.22622,95.71398,95.40728,95.25002,95.01177,94.61323,95.03262,94.22369,94.26194,93.7729,93.95833,93.78072,93.92792,92.11399,93.33903,92.69273,92.26479,92.3857,92.51645,92.85578,93.02591,92.86039,93.07621,92.93964,92.8098,93.40651,93.49543,93.89914,94.27258,93.23798,94.23049,94.38029,94.42891,94.6933,94.03307,94.58785,95.13395,94.41907,94.85711,94.51938,94.57198,94.82117,94.33315,94.10468,94.50339,94.81026,94.34337,94.74603,94.85785,94.79713,94.25114,94.02591,93.96321,93.71329,93.02319,92.39566,92.21896,91.73034,90.8499,90.26069,89.66827,89.0738,88.86736,88.05834,87.6079,87.01018,86.19395,85.50143,85.18488,84.40469,83.79798,83.02826,82.80719,82.36938,82.07554,81.55604,81.64436,81.72344,81.48675,81.98854,82.10825,82.41065,82.78196,83.44753,83.6368,84.14809,85.0968,85.54282,85.85542,87.3166,88.07799,88.76521,89.03621,89.97022,90.62883,91.24785,91.32909,91.90659,92.39645,92.83289,93.29847,94.03774,94.11175,94.48009,94.63503,94.14307,95.18805,95.2252,95.13302,95.07842
4,99.52354,99.18713,99.31438,99.20808,99.17801,99.28484,99.10801,98.82099,98.94287,98.78153,98.54646,98.10327,97.67048,97.27161,97.22823,97.17935,97.03575,96.2752,96.45195,95.66623,95.5451,94.80966,94.75256,94.84907,94.17342,93.5555,93.69594,93.36617,93.82748,94.41857,93.20139,93.26923,92.33812,92.75121,92.4105,92.30286,92.1724,92.04849,91.96081,92.7187,93.25274,93.32626,93.3989,92.73383,94.35278,93.12762,93.81293,94.1055,93.87663,94.53775,94.53551,94.02116,94.19552,94.41854,94.58042,94.30247,94.75111,94.39269,94.44832,94.88083,94.32205,94.58363,95.08504,94.36961,94.64171,94.64075,94.33419,94.38598,94.84195,94.41924,93.89036,93.65829,92.99977,92.64503,91.74753,91.47748,91.07983,90.44596,89.8092,89.1705,88.62939,88.09473,87.66561,86.98827,86.03561,85.48443,84.81783,83.96442,83.66727,83.23035,82.65707,82.46903,81.61301,81.46743,81.57219,81.51967,81.61582,81.62438,81.63972,82.04969,82.60518,82.79829,83.75025,84.12499,84.89006,85.22002,86.00011,87.0113,87.70616,88.3224,89.3403,89.44378,90.26009,90.86578,91.18185,92.04605,91.98853,92.55384,93.15628,93.3507,93.887,93.8687,94.1006,94.13052,94.63441,94.42928,94.06374,94.73376
5,99.19927,99.34236,99.34128,99.1927,99.26122,99.15038,98.95828,98.93942,98.8945,98.76882,98.61857,98.19008,97.5808,97.07269,97.27096,97.50295,97.07807,96.19696,95.99095,95.08102,95.05299,94.47126,94.59568,95.18438,94.09524,93.3568,92.91719,93.45261,93.65382,93.81608,93.62775,93.42697,92.58269,92.74352,91.52663,91.68452,92.45976,92.75925,92.55611,92.75948,92.38726,92.67226,92.95474,92.89375,93.87982,93.2898,93.61288,93.28468,94.62437,94.69934,94.5622,94.03516,93.79408,94.00346,94.39474,94.48482,94.69967,94.23087,93.99567,94.7575,94.63448,94.8131,94.66865,94.44618,94.53811,94.68171,94.34557,94.26399,94.46279,94.13168,94.04871,93.77859,92.95375,93.0045,91.69548,91.75911,90.80141,90.20098,89.59808,88.99311,88.76222,88.09026,87.75395,86.83718,86.13111,85.10737,84.79673,84.09271,83.55836,83.27219,82.52923,82.52936,81.51912,81.44034,81.46755,81.36458,81.5513,81.64439,81.77076,82.30796,82.33775,82.87743,83.72661,83.85756,84.66972,85.09741,86.26852,86.68997,88.13487,88.10715,89.09002,90.0648,89.92453,91.06168,90.87164,91.83953,91.92684,92.49491,93.09787,93.30218,94.15225,94.38413,94.83326,94.60507,94.17503,94.99728,93.90462,94.75358
6,99.28384,99.07098,99.566,99.37386,99.06459,99.03625,98.85287,98.69543,98.52061,98.22079,97.94668,97.65562,97.10049,96.78575,96.89632,97.02483,95.70243,96.01939,96.08588,95.28284,95.14552,94.36967,93.62659,94.09117,93.67347,93.49643,92.74448,92.82536,92.44357,93.54309,92.41336,93.28248,91.80737,92.30083,92.55196,92.34485,91.40262,92.53316,92.25978,92.59933,92.27521,92.22224,92.17417,93.25992,92.94125,93.36661,93.62149,93.36564,93.59262,93.62492,93.78947,93.95877,93.96482,94.39906,94.28009,93.81426,94.37245,93.8503,94.28527,94.0592,94.27237,94.27921,93.96741,94.05531,94.26687,94.26815,94.57504,94.09236,94.21729,93.57388,93.35701,93.16956,92.50491,91.70693,91.20656,90.99196,90.23789,89.59229,88.94359,88.29198,87.63382,87.20085,86.11902,85.39256,84.81686,84.35467,83.52396,82.67641,82.31791,81.94323,81.46761,81.28809,81.05089,80.84702,80.33199,81.01814,80.86574,80.99939,81.38065,81.30203,81.71474,82.72704,82.83549,83.61966,84.19411,85.27616,85.91988,86.54764,87.38549,88.12395,88.90245,89.09656,89.70573,90.18886,90.78644,91.85969,92.04432,92.55924,93.10368,92.86655,93.85166,93.81113,94.55246,94.47444,94.66729,94.26264,94.93208,94.61909
7,99.14708,99.14634,99.26079,99.17999,98.88944,99.06261,98.71069,98.85186,98.62138,98.50386,98.03283,97.67733,97.21443,97.14185,96.80033,96.40008,95.56644,96.10712,95.95279,95.59982,95.49976,94.49266,93.24755,94.14901,93.42769,93.33018,93.49753,93.27821,93.36459,93.14445,92.76408,92.86382,92.33041,91.90723,92.73286,92.05106,91.73936,92.2564,91.92994,91.94168,91.81577,92.19345,92.56947,93.14807,93.24606,93.22044,93.71328,93.79852,93.77015,93.53423,93.94545,93.68738,93.88486,93.88194,93.85754,93.8758,93.93674,94.36239,94.19642,94.32841,94.318,94.48389,93.76694,94.21403,94.45068,94.37992,94.31069,94.55715,94.30051,94.20824,93.89685,93.42886,92.69713,91.92107,91.42506,91.03295,90.57933,89.87711,89.17183,88.46259,87.60183,87.48874,86.38519,85.81612,85.19476,84.59364,83.5837,83.22704,82.47116,82.09347,81.73046,81.42741,80.75954,80.6712,80.55705,81.08752,80.84007,80.82606,81.37203,81.37001,81.85049,82.83778,82.82498,84.03394,84.10245,85.46342,86.0371,86.49116,87.3007,88.22207,88.91528,88.91409,90.02367,90.27745,91.0981,91.91238,92.19224,92.38428,92.58708,93.1141,93.83004,93.5266,94.47849,93.13686,94.36528,93.9922,94.0303,94.41103
8,99.22752,99.22917,99.25555,99.06893,98.84808,98.82494,98.87563,98.81084,98.72636,98.4619,98.18869,97.64779,97.46015,97.07332,97.04319,97.00644,96.41348,96.75021,95.77328,95.3492,95.27581,94.43723,93.76247,94.37498,93.8682,93.79449,93.7879,93.38361,92.67465,93.48742,92.93204,93.17329,92.63171,92.06662,92.2884,91.68619,91.72403,92.56257,92.0561,92.19193,92.55292,92.70594,92.85944,92.96696,92.92133,93.15263,93.13527,93.45346,94.38134,93.9712,93.44449,93.88288,94.06801,94.5123,93.96983,93.82062,94.5376,93.70428,94.06944,94.06057,94.34402,94.19585,93.77576,94.5109,94.39825,94.25243,93.9455,94.25967,94.12003,93.78249,93.74519,93.099,92.56078,91.89413,91.00153,90.49988,90.51993,89.79247,89.06107,88.32622,87.55228,87.18809,86.21845,85.48344,85.06844,84.66478,83.69392,83.20144,82.62551,82.24827,81.70753,81.46198,81.08949,80.84133,81.01226,81.17896,80.9895,80.89044,81.76111,81.63468,81.94308,82.51418,82.96941,83.86526,84.36858,85.61503,86.22916,86.78426,87.51784,88.1192,89.62527,88.94111,89.97805,90.34782,91.50056,91.4815,92.08088,92.78577,93.52972,93.72147,93.73007,93.76279,94.18915,94.23109,94.40424,94.57475,93.94347,94.40488
9,99.09377,99.12363,99.01459,98.9395,99.03344,98.88857,98.83412,98.75401,99.1713,98.81828,98.54279,97.97385,97.57085,97.84335,97.52229,97.14806,96.65606,96.3148,95.87568,94.9593,94.54724,94.65363,93.64386,94.01341,93.14933,93.6778,93.27753,92.9314,92.93472,93.00906,92.64003,92.85819,92.53981,92.35567,92.46204,91.5472,92.17772,92.91944,91.27513,92.55469,92.47273,92.61044,92.7463,92.80368,93.35291,92.98692,93.10152,93.59503,93.86977,93.88322,93.74255,93.79314,93.74308,94.24442,93.85316,93.49429,94.03203,94.31985,94.08908,94.21182,94.53608,94.71354,94.49542,94.53973,94.32661,94.556,94.77355,94.76194,94.13126,93.86642,93.92583,93.33834,92.81983,92.13318,91.44019,91.10741,89.90224,89.4263,88.94706,88.46362,87.40019,86.84011,86.16318,85.79304,85.18303,84.356,83.65791,83.18655,82.64774,82.02132,81.46408,80.88395,81.02579,80.54468,80.57275,81.09433,80.80235,80.61822,81.08755,81.3306,81.53844,82.32185,82.88478,83.77856,84.17747,84.6275,85.60878,86.77483,87.18147,88.30579,88.69587,89.5209,89.41418,90.11302,91.17513,91.59224,91.64137,91.87195,92.11832,93.52243,93.07465,94.02312,93.72704,94.88448,94.08207,95.01909,95.37099,95.03953
